tekst_id|token_id|token|lemma|upos|head_token_id|dep_rel
6118701|19|vertrouwen|vertrouwen|NOUN|20|obj
6118701|20|geniet|genieten|VERB|9|conj
6118701|21|.|.|PUNCT|4|punct
6118700|1|Kim|Kim|PROPN|12|nsubj
6118700|2|Kötter|Kötter|PROPN|1|flat
6118700|3|en|en|CCONJ|4|cc
6118700|4|Jaap|Jaap|PROPN|1|conj
6118700|5|Reesema|Reesema|PROPN|4|flat
6118700|6|hebben|hebben|AUX|12|aux
6118700|7|op|op|ADP|8|case
6118700|8|23|23|NUM|12|obl
6118700|9|februari|februari|PROPN|8|flat
6118700|10|een|een|DET|11|det
6118700|11|zoon|zoon|NOUN|12|obj
6118700|12|gekregen|krijgen|VERB|0|root
6118700|13|.|.|PUNCT|12|punct
6118700|1|De|de|DET|2|det
6118700|2|presentatrice|presentatrice|NOUN|9|nsubj
6118700|3|en|en|CCONJ|5|cc
6118700|4|de|de|DET|5|det
6118700|5|zanger|zanger|NOUN|2|conj
6118700|6|hebben|hebben|AUX|9|aux
6118700|7|hem|hem|PRON|9|iobj
6118700|8|Ted|Ted|NOUN|9|xcomp
6118700|9|genoemd|noemen|VERB|0|root
6118700|10|,|,|PUNCT|11|punct
6118700|11|laat|laten|VERB|9|parataxis
6118700|12|Kötter|Kötter|PROPN|14|nsubj
6118700|13|vrijdag|vrijdag|PROPN|12|nmod
6118700|14|weten|weten|VERB|11|fixed
6118700|15|op|op|ADP|16|case
6118700|16|Instagram|Instagram|PROPN|11|obl
6118700|17|.|.|PUNCT|9|punct
6118700|18|"|"|PUNCT|22|punct
6118700|19|Onze|ons|PRON|20|nmod:poss
6118700|20|droom|droom|NOUN|22|nsubj
6118700|21|is|zijn|AUX|22|aux
6118700|22|uitgekomen|uitkomen|VERB|9|parataxis
6118700|23|.|.|PUNCT|9|punct
6118700|1|Drie|drie|NUM|3|nummod
6118700|2|gezonde|zonen|VERB|3|amod
6118700|3|zoons|zoons|NOUN|0|root
6118700|4|.|.|PUNCT|3|punct
6118700|1|Muck|Muck|PROPN|8|nsubj
6118700|2|en|en|CCONJ|3|cc
6118700|3|Youp|Youp|PROPN|1|conj
6118700|4|zijn|zijn|AUX|8|cop
6118700|5|de|de|DET|8|det
6118700|6|meest|veel|ADV|7|advmod
6118700|7|trotse|trots|ADJ|8|amod
6118700|8|broers|broer|NOUN|0|root
6118700|9|op|op|ADP|10|case
6118700|10|aarde|aarde|NOUN|8|nmod
6118700|11|"|"|PUNCT|8|punct
6118700|12|,|,|PUNCT|13|punct
6118700|13|schrijft|schrijven|VERB|8|parataxis
6118700|14|de|de|DET|15|det
6118700|15|presentatrice|presentatrice|NOUN|13|obj
6118700|16|.|.|PUNCT|8|punct
6118700|1|"|"|PUNCT|5|punct
6118700|2|We|we|PRON|5|nsubj
6118700|3|zijn|zijn|AUX|5|cop
6118700|4|intens|intens|ADJ|5|advmod
6118700|5|verliefd|verliefd|ADJ|0|root
6118700|6|.|.|PUNCT|5|punct
6118700|7|"|"|PUNCT|5|punct
6118700|1|"|"|PUNCT|3|punct
6118700|2|Een|een|DET|3|det
6118700|3|wonder|wonder|NOUN|0|root
6118700|4|!|!|PUNCT|3|punct
6118700|1|En|en|CCONJ|6|mark
6118700|2|dat|dat|PRON|6|nsubj
6118700|3|is|zijn|AUX|6|cop
6118700|4|direct|direct|ADJ|6|amod
6118700|5|de|de|DET|6|det
6118700|6|betekenis|betekenis|NOUN|0|root
6118700|7|van|van|ADP|9|case
6118700|8|zijn|zijn|PRON|9|nmod:poss
6118700|9|naam|naam|NOUN|6|nmod
6118700|10|(|(|PUNCT|12|punct
6118700|11|officieel|officieel|ADJ|12|amod
6118700|12|godsgeschenk|godsgeschenk|NOUN|6|nmod
6118700|13|)|)|PUNCT|12|punct
6118700|14|.|.|PUNCT|6|punct
6118700|15|"|"|PUNCT|6|punct
6118700|1|Kötter|Kötter|PROPN|2|nsubj
6118700|2|voegt|voegen|VERB|0|root
6118700|3|eraan|eraan|ADV|2|advmod
6118700|4|toe|toe|ADP|2|compound:prt
6118700|5|dat|dat|SCONJ|9|mark
6118700|6|Ted|Ted|X|9|nsubj
6118700|7|53|53|NUM|8|nummod
6118700|8|centimeter|centimeter|NOUN|9|obl
6118700|9|lang|lang|ADJ|2|advcl
6118700|10|is|zijn|AUX|9|cop
6118700|11|en|en|CCONJ|18|cc
6118700|12|bij|bij|ADP|14|case
6118700|13|zijn|zijn|PRON|14|nmod:poss
6118700|14|geboorte|geboorte|NOUN|18|obl
6118700|15|bijna|bijna|ADV|17|amod
6118700|16|4|4|NUM|17|nummod
6118700|17|kilo|kilo|NOUN|18|obl
6118700|18|woog|wegen|VERB|9|conj
6118700|19|.|.|PUNCT|2|punct
6118700|1|Op|op|ADP|2|case
6118700|2|10|10|NUM|4|obl
6118700|3|augustus|augustus|PROPN|2|flat
6118700|4|lieten|laten|VERB|0|root
6118700|5|Kötter|Kötter|PROPN|4|nsubj
6118700|6|en|en|CCONJ|8|cc
6118700|7|Reesema|Reesema|PROPN|8|nsubj
6118700|8|weten|weten|VERB|4|conj
6118700|9|een|een|DET|11|det
6118700|10|derde|drie|ADJ|11|amod
6118700|11|kind|kind|NOUN|13|obj
6118700|12|te|te|ADP|13|mark
6118700|13|verwachten|verwachten|VERB|8|xcomp
6118700|14|,|,|PUNCT|17|punct
6118700|15|dat|dat|PRON|17|nsubj:pass
6118700|16|niet|niet|ADV|17|advmod
6118700|17|gepland|planen|VERB|4|acl:relcl
6118700|18|was|zijn|AUX|17|aux:pass
6118700|19|.|.|PUNCT|4|punct
6118700|1|De|de|DET|3|det
6118700|2|voormalige|voormalig|ADJ|3|amod
6118700|3|Miss|Miss|PROPN|6|nsubj:pass
6118700|4|Nederland|Nederland|PROPN|3|flat
6118700|5|was|zijn|AUX|6|aux:pass
6118700|6|uitgerekend|uitrekenen|VERB|0|root
6118700|7|op|op|ADP|8|case
6118700|8|Valentijnsdag|Valentijnsdag|PROPN|6|obl
6118700|9|.|.|PUNCT|6|punct
6118700|1|De|de|DET|3|det
6118700|2|pasgeboren|pasgebor|ADJ|3|amod
6118700|3|zoon|zoon|NOUN|0|root
6118700|4|van|van|ADP|5|case
6118700|5|Kim|Kim|PROPN|3|nmod
6118700|6|Kötter|Kötter|PROPN|5|flat
6118700|7|en|en|CCONJ|8|cc
6118700|8|Jaap|Jaap|PROPN|5|conj
6118700|9|Reesema|Reesema|PROPN|8|flat
6118700|10|.|.|PUNCT|3|punct
6118700|1|De|de|DET|3|det
6118700|2|pasgeboren|pasgebor|ADJ|3|amod
6118700|3|zoon|zoon|NOUN|0|root
6118700|4|van|van|ADP|5|case
6118700|5|Kim|Kim|PROPN|3|nmod
6118700|6|Kötter|Kötter|PROPN|5|flat
6118700|7|en|en|CCONJ|8|cc
6118700|8|Jaap|Jaap|PROPN|5|conj
6118700|9|Reesema|Reesema|PROPN|8|flat
6118700|10|.|.|PUNCT|3|punct
6118700|1|Foto|foto|PROPN|0|root
6118700|2|:|:|PUNCT|1|punct
6118700|1|Kim|Kim|PROPN|0|root
6118700|2|Kötter|Kötter|PROPN|1|flat
3|1|Je|je|PRON|11|nsubj
3|2|kunt|kunnen|AUX|11|aux
3|3|op|op|ADP|4|case
3|4|afspraak|afspraak|NOUN|5|obl
3|5|langskomen|langskomen|ADJ|11|advmod
3|6|in|in|ADP|8|case
3|7|de|de|DET|8|det
3|8|winkel|winkel|NOUN|5|obl
3|9|,|,|PUNCT|5|punct
3|10|ons|ons|PRON|11|obj
3|11|bellen|bellen|VERB|0|root
3|12|op|op|ADP|13|case
3|13|030|030|NUM|11|obl
3|14|633|633|NUM|13|appos
3|15|30|30|NUM|14|flat
3|16|00|00|NUM|14|flat
3|17|,|,|PUNCT|14|punct
3|18|een|een|DET|19|det
3|19|vraag|vraag|NOUN|20|obj
3|20|stellen|stellen|VERB|11|parataxis
3|21|via|via|ADP|22|case
3|22|social|social|NOUN|20|obl
3|23|media|media|NOUN|22|nmod
3|24|of|of|CCONJ|26|cc
3|25|een|een|DET|26|det
3|26|mail|mail|NOUN|23|conj
3|27|sturen|sturen|VERB|20|compound:prt
3|28|.|.|PUNCT|11|punct
3|1|We|we|PRON|2|nsubj
3|2|helpen|helpen|VERB|0|root
3|3|je|je|PRON|2|obj
3|4|graag|graag|ADV|2|advmod
3|5|.|.|PUNCT|2|punct
4|1|De|de|DET|3|det
4|2|nadelige|nadelig|ADJ|3|amod
4|3|effecten|effecat|NOUN|13|nsubj
4|4|van|van|ADP|5|case
4|5|warmte|warmte|NOUN|3|nmod
4|6|op|op|ADP|7|case
4|7|productie|productie|NOUN|3|nmod
4|8|en|en|CCONJ|9|cc
4|9|gezondheid|gezondheid|NOUN|7|conj
4|10|van|van|ADP|11|case
4|11|melkkoeien|melkkoei|NUM|3|nmod
4|12|is|zijn|AUX|13|cop
4|13|bekend|bekend|ADJ|0|root
4|14|.|.|PUNCT|13|punct
4|1|Hittestress|Hittestress|PROPN|5|nsubj:pass
4|2|wordt|worden|AUX|5|aux:pass
4|3|bij|bij|ADP|4|case
4|4|koeien|koe|NOUN|5|obl
4|5|vastgesteld|vaststellen|VERB|0|root
4|6|als|als|SCONJ|19|mark
4|7|dieren|dier|NOUN|19|nsubj
4|8|moeite|moeien|NOUN|19|obj
4|9|hebben|hebben|AUX|19|aux
4|10|met|met|ADP|11|case
4|11|kwijtraken|kwijtraak|NOUN|19|obl
4|12|van|van|ADP|14|case
4|13|hun|hun|PRON|14|nmod:poss
4|14|lichaamswarmte|lichaamswarmte|NOUN|11|nmod
4|15|waardoor|waardoor|ADV|19|advmod
4|16|ze|ze|PRON|19|nsubj
4|17|minder|minder|DET|18|det
4|18|voer|voer|NOUN|19|obj
4|19|opnemen|opnemen|VERB|5|advcl
4|20|,|,|PUNCT|22|punct
4|21|en|en|CCONJ|22|cc
4|22|productie|productie|NOUN|19|conj
4|23|en|en|CCONJ|25|cc
4|24|gezondheid|gezondheid|NOUN|25|obj
4|25|teruglopen|teruglopen|VERB|19|conj
4|26|.|.|PUNCT|5|punct
4|1|Ook|ook|ADV|2|advmod
4|2|heeft|hebben|VERB|0|root
4|3|hitte|hiten|ADJ|4|amod
4|4|invloed|invloed|NOUN|2|obj
4|5|op|op|ADP|6|case
4|6|gedrag|gedrag|NOUN|4|nmod
4|7|;|;|PUNCT|2|punct
4|1|in|in|ADP|3|case
4|2|warme|warm|ADJ|3|amod
4|3|omstandigheden|omstandigheid|NOUN|4|obl
4|4|liggen|liggen|VERB|0|root
4|5|koeien|koeien|NUM|4|nsubj
4|6|minder|minder|PRON|5|fixed
4|7|en|en|CCONJ|8|cc
4|8|hebben|hebben|AUX|4|conj
4|9|ze|ze|PRON|11|nsubj
4|10|de|de|DET|11|det
4|11|neiging|neiging|NOUN|8|obj
4|12|om|om|ADP|20|mark
4|13|in|in|ADP|15|case
4|14|bepaalde|bepalen|VERB|15|amod
4|15|gedeeltes|gedeelte|NOUN|20|obl
4|16|van|van|ADP|18|case
4|17|de|de|DET|18|det
4|18|stal|stal|NOUN|15|nmod
4|19|te|te|ADP|20|mark
4|20|staan|staan|VERB|11|acl
4|21|.|.|PUNCT|4|punct
4|1|Hittebestrijding|Hittebestrijding|NOUN|10|nsubj
4|2|is|zijn|AUX|10|cop
4|3|daarom|daarom|ADV|10|advmod
4|4|ook|ook|ADV|10|advmod
4|5|in|in|ADP|7|case
4|6|ons|ons|PRON|7|nmod:poss
4|7|klimaat|klimaat|NOUN|10|obl
4|8|vrijwel|vrijwel|ADV|9|advmod
4|9|altijd|altijd|ADV|10|advmod
4|10|rendabel|rendabel|ADJ|0|root
4|11|.|.|PUNCT|10|punct
4|1|Bij|bij|ADP|2|case
4|2|melkkoeien|melkkoeien|NUM|3|obl
4|3|begint|beginnen|VERB|0|root
4|4|hittestress|hittestress|NOUN|3|nsubj
4|5|op|op|ADP|7|compound:prt
4|6|te|te|ADP|7|mark
4|7|treden|treden|VERB|3|xcomp
4|8|bij|bij|ADP|9|case
4|9|temperaturen|temperatuur|NOUN|7|obl
4|10|van|van|ADP|11|case
4|11|22|22|NUM|9|nmod
4|12|oC|oC|PROPN|11|flat
4|13|en|en|CCONJ|14|cc
4|14|50|50|NUM|11|conj
4|15|%|%|PUNCT|3|punct
4|1|luchtvochtigheid|luchtvochtigheid|NOUN|7|parataxis
4|2|,|,|PUNCT|1|punct
4|3|daarom|daarom|ADV|7|advmod
4|4|wordt|worden|AUX|7|aux:pass
4|5|meestal|meestal|ADV|7|advmod
4|6|gebruik|gebruik|NOUN|7|nsubj:pass
4|7|gemaakt|maken|VERB|0|root
4|8|van|van|ADP|10|case
4|9|de|de|DET|10|det
4|10|Temperatuur|temperatuur|NOUN|7|obl
4|11|Vocht|vocht|PROPN|10|appos
4|12|Index|index|PROPN|11|flat
4|13|(|(|PUNCT|14|punct
4|14|THI|THI|PROPN|10|nmod
4|15|)|)|PUNCT|14|punct
4|16|.|.|PUNCT|7|punct
4|1|Bij|bij|ADP|3|case
4|2|een|een|DET|3|det
4|3|THI|Thi|NOUN|12|obl
4|4|boven|boven|ADP|6|case
4|5|de|de|DET|6|det
4|6|72|72|NUM|3|nmod
4|7|is|zijn|AUX|12|aux
4|8|sprake|sprake|NOUN|12|nsubj
4|9|van|van|ADP|10|case
4|10|hittestress|hittestress|NOUN|8|nmod
4|11|bij|bij|ADP|10|case
4|12|melkkoeien|melkkoei|VERB|0|root
4|13|(|(|PUNCT|14|punct
4|14|zie|zien|VERB|12|advcl
4|15|https://en.wikipedia.org/wiki/Heat_index|https://en.wikipedia.org/wiki/Heat_index|SYM|14|obj
4|16|)|)|PUNCT|14|punct
4|17|.|.|PUNCT|12|punct
4|1|Minder|minder|ADV|2|advmod
4|2|bekend|bekend|ADJ|0|root
4|3|zijn|zijn|AUX|2|cop
4|4|de|de|DET|5|det
4|5|effecten|effect|NOUN|2|nsubj
4|6|van|van|ADP|7|case
4|7|hittestress|hittestress|NOUN|5|nmod
4|8|op|op|ADP|10|case
4|9|droogstaande|droogstaande|VERB|10|amod
4|10|koeien|koeien|NOUN|5|nmod
4|11|.|.|PUNCT|2|punct
4|1|Omdat|omdat|SCONJ|6|mark
4|2|deze|deze|DET|3|det
4|3|dieren|dier|NOUN|6|nsubj
4|4|geen|geen|DET|5|det
4|5|melk|melk|NOUN|6|obj
4|6|produceren|produceren|VERB|13|advcl
4|7|is|zijn|AUX|13|cop
4|8|de|de|DET|9|det
4|9|invloed|invloed|NOUN|13|nsubj
4|10|van|van|ADP|11|case
4|11|hittestress|hittestress|NOUN|9|nmod
4|12|minder|minder|ADV|13|advmod
4|13|zichtbaar|zichtbaar|ADJ|0|root
4|14|.|.|PUNCT|13|punct
4|1|Een|een|DET|2|det
4|2|webinar|webinar|NOUN|6|nsubj
4|3|van|van|ADP|4|case
4|4|Hoards|Hoards|PROPN|2|nmod
4|5|Dairyman|Dairyman|PROPN|4|flat
4|6|maakte|maken|VERB|0|root
4|7|echter|echter|ADV|6|advmod
4|8|heel|heel|ADJ|9|advmod
4|9|duidelijk|duidelijk|ADJ|6|advmod
4|10|dat|dat|SCONJ|11|mark
4|11|hittestress|hittestress|ADJ|6|xcomp
4|12|ook|ook|ADV|15|amod
4|13|bij|bij|ADP|15|case
4|14|droogstaande|droogstaan|ADJ|15|amod
4|15|koeien|koeien|NOUN|11|obl
4|16|een|een|DET|18|det
4|17|grote|groot|ADJ|18|amod
4|18|rol|rol|NOUN|19|obj
4|19|speelt|spelen|VERB|6|ccomp
4|20|(|(|PUNCT|21|punct
4|21|zie|zien|VERB|19|advcl
4|22|https://youtu.be/dck1n4u7qt0|https://youtu.be/dck1n4u7qt0|SYM|21|fixed
4|23|)|)|PUNCT|21|punct
4|24|.|.|PUNCT|6|punct
4|1|Van|van|ADP|6|case
4|2|de|de|DET|1|fixed
4|3|hand|hand|NOUN|1|fixed
4|4|van|van|ADP|1|fixed
4|5|de|de|DET|6|det
4|6|auteur|auteur|NOUN|24|obl
4|7|,|,|PUNCT|8|punct
4|8|Professor|professor|PROPN|6|appos
4|9|Dahl|Dahl|PROPN|8|flat
4|10|,|,|PUNCT|6|punct
4|11|zijn|zijn|AUX|24|aux
4|12|de|de|DET|14|det
4|13|laatste|laat|ADJ|14|amod
4|14|jaren|jaar|NOUN|24|obl
4|15|ook|ook|ADV|24|advmod
4|16|een|een|DET|17|det
4|17|aantal|aantal|NOUN|24|nsubj
4|18|bijzonder|bijzonder|ADJ|19|advmod
4|19|nuttige|nuttige|ADJ|20|amod
4|20|artikelen|artikel|NOUN|17|nmod
4|21|op|op|ADP|23|case
4|22|dit|dit|DET|23|det
4|23|gebied|gebied|NOUN|17|nmod
4|24|verschenen|verschijnen|VERB|0|root
4|25|.|.|PUNCT|24|punct
5|1|Unica|Unica|ADV|6|advmod
5|2|is|zijn|AUX|6|cop
5|3|dÃ©|dÃ©|NOUN|6|nsubj
5|4|allround|allround|ADJ|6|amod
5|5|technisch|technisch|ADJ|6|amod
5|6|dienstverlener|dienstverlener|NOUN|0|root
5|7|van|van|ADP|8|case
5|8|Nederland|Nederland|PROPN|6|nmod
5|9|en|en|CCONJ|10|cc
5|10|trendsetter|trendsetter|NOUN|8|conj
5|11|in|in|ADP|13|case
5|12|duurzame|duurzaam|ADJ|13|amod
5|13|innovaties|innovatie|NOUN|6|nmod
5|14|,|,|PUNCT|27|punct
5|15|die|die|PRON|27|nsubj
5|16|alle|al|DET|17|det
5|17|vraagstukken|vraagstukken|NOUN|22|obj
5|18|op|op|ADP|22|case
5|19|het|het|DET|18|fixed
5|20|gebied|gebied|NOUN|18|fixed
5|21|van|van|ADP|18|fixed
5|22|techniek|techniek|NOUN|27|obl
5|23|in|in|ADP|22|case
5|24|en|en|CCONJ|26|cc
5|25|om|om|ADP|26|case
5|26|gebouwen|gebouw|NOUN|22|conj
5|27|oplost|oplossen|VERB|6|acl:relcl
5|28|.|.|PUNCT|6|punct
5|1|Denk|denken|NOUN|29|obj
5|2|aan|aan|ADP|4|case
5|3|het|het|DET|4|det
5|4|toepassen|toepassen|VERB|29|obl
5|5|van|van|ADP|6|case
5|6|oplossingen|oplossing|NOUN|29|obl
5|7|op|op|ADP|11|case
5|8|het|het|DET|7|fixed
5|9|gebied|gebied|NOUN|7|fixed
5|10|van|van|ADP|7|fixed
5|11|installatietechniek|installatietechniek|NOUN|29|obl
5|12|,|,|PUNCT|13|punct
5|13|energie|energie|NOUN|11|conj
5|14|,|,|PUNCT|15|punct
5|15|ICT|ICT|PROPN|11|conj
5|16|,|,|PUNCT|17|punct
5|17|internet|internet|NOUN|11|conj
5|18|of|of|CCONJ|21|cc
5|19|things|things|ADV|21|amod
5|20|(|(|PUNCT|21|punct
